# SH0ES Cepheid data (Riess et al. 2022)
# Columns: galaxy, period[days], W_H[mag], W_H_err[mag], metallicity[dex]
galaxy	period	W_H	W_H_err	metallicity
N4258	75.3864	-8.9306	0.2761	-0.0275796
N4258	38.7871	-8.2864	0.4065	-0.0248896
N4258	28.2268	-6.9843	0.6400	-0.0259096
N4258	16.2936	-5.4140	0.5200	-0.0290596
N4258	70.1622	-9.1231	0.3311	-0.0177296
N4258	59.1266	-8.3468	0.3019	-0.0627296
N4258	32.8439	-6.6339	0.6514	-0.0233796
N4258	35.7465	-7.8197	0.5516	-0.0319796
N4258	22.3446	-6.0720	0.5651	-0.0206896
N4258	30.9527	-6.9778	0.4112	-0.0228496
N4258	16.5103	-6.5246	0.5817	-0.0268896
N4258	33.8993	-8.1445	0.3102	-0.0261096
N4258	23.3201	-6.9204	0.5844	-0.0226696
N4258	24.0661	-7.5725	0.5515	-0.0230896
N4258	9.7504	-5.6243	0.6469	-0.0262796
N4258	34.1919	-7.0944	0.4694	-0.0320796
N4258	25.3551	-7.5220	0.4995	-0.0291196
N4258	56.0533	-8.1446	0.2607	-0.0350996
N4258	17.9322	-6.2322	0.4943	-0.0286796
N4258	39.5309	-7.3607	0.4106	-0.0334896
N4258	22.4095	-7.4320	0.6156	-0.0306296
N4258	30.2388	-6.7882	0.5359	-0.0305796
N4258	38.4266	-7.9039	0.4933	-0.0363996
N4258	59.6309	-8.6597	0.3116	-0.0370096
N4258	36.9128	-7.6066	0.3536	-0.0457196
N4258	47.9324	-7.7465	0.2574	-0.0444796
N4258	24.1459	-7.1615	0.4454	-0.0416196
N4258	12.5443	-5.6941	0.5571	-0.0460596
N4258	24.9248	-7.0870	0.4883	-0.0432296
N4258	50.0941	-8.2668	0.3425	-0.0414996
N4258	32.2099	-7.7846	0.3908	-0.0491296
N4258	17.8453	-5.7921	0.5362	-0.0416796
N4258	12.0979	-6.4574	0.5283	-0.0506396
N4258	10.9966	-5.4173	0.5888	-0.0465996
N4258	11.5398	-5.3779	0.5411	-0.0491796
N4258	24.8189	-6.5792	0.4956	-0.0487396
N4258	11.0365	-6.6003	0.4982	-0.0503696
N4258	7.0894	-5.0083	0.5259	-0.0561596
N4258	15.6246	-6.6827	0.5431	-0.0473196
N4258	11.8463	-5.3421	0.7005	-0.0563796
N4258	8.1169	-5.5270	0.6327	-0.0499296
N4258	10.3306	-6.1097	0.5632	-0.0512196
N4258	10.6301	-6.1753	0.5752	-0.0249796
N4258	8.7140	-5.4938	0.5842	-0.0522396
N4258	10.9406	-6.1770	0.3275	-0.11853
N4258	5.8642	-5.4698	0.6979	-0.13175
N4258	7.4668	-5.6316	0.5277	-0.0884996
N4258	14.7729	-6.1624	0.4399	-0.11119
N4258	7.3940	-5.1763	0.6066	-0.0834596
N4258	6.2327	-4.8736	0.7105	-0.12191
N4258	10.4983	-5.9097	0.3458	-0.1612
N4258	17.4579	-6.6555	0.1945	-0.17781
N4258	15.6137	-6.2969	0.2397	-0.1561
N4258	10.7090	-6.2287	0.2410	-0.1592
N4258	6.3785	-5.1272	0.4032	-0.17256
N4258	8.1049	-5.4128	0.3521	-0.18885
N4258	5.0784	-5.5203	0.4961	-0.17885
N4258	6.2706	-5.1274	0.4026	-0.17063
N4258	7.6316	-4.3662	0.4542	-0.15493
N4258	8.6131	-5.8262	0.3508	-0.18902
N4258	8.9496	-6.0779	0.3369	-0.16836
N4258	5.8583	-5.3510	0.4363	-0.17457
N4258	9.0824	-4.5060	0.4155	-0.1688
N4258	5.3800	-4.7160	0.6127	-0.0998896
N4258	5.3290	-5.5117	0.4937	-0.14912
N4258	9.0075	-5.6471	0.4643	-0.14073
N4258	7.7484	-5.2979	0.4031	-0.15058
N4258	8.6561	-4.8386	0.4601	-0.12063
N4258	5.2781	-5.3856	0.5433	-0.12946
N4258	11.8593	-5.3423	0.2957	-0.12039
N4258	8.3206	-5.2241	0.5027	-0.13883
N4258	11.6486	-5.0186	0.4058	-0.14386
N4258	16.7909	-5.9709	0.2376	-0.11988
N4258	7.9351	-5.6410	0.5198	-0.14376
N4258	8.1009	-5.8147	0.5026	-0.10113
N4258	66.5385	-8.1702	0.1611	-0.13862
N4258	5.5367	-5.0939	0.5309	-0.14088
N4258	8.0570	-5.4153	0.5864	-0.12366
N4258	18.6282	-6.2194	0.2560	-0.10869
N4258	8.0320	-5.7720	0.1700	-0.22582
N4258	6.3086	-5.0932	0.2229	-0.22271
N4258	7.1034	-4.9857	0.2526	-0.2171
N4258	6.1149	-5.3756	0.2802	-0.21674
N4258	13.5078	-6.3258	0.2028	-0.21944
N4258	5.2052	-4.7556	0.2577	-0.21382
N4258	6.7289	-5.1142	0.2741	-0.20485
N4258	8.8448	-5.6397	0.2402	-0.19869
N4258	18.9637	-7.3457	0.1810	-0.20048
N4258	8.1698	-5.8007	0.2705	-0.20826
N4258	7.2881	-5.2461	0.4171	-0.2222
N4258	5.2322	-4.9623	0.4143	-0.21129
N4258	8.0090	-5.5174	0.3096	-0.19603
N4258	8.9766	-5.5946	0.2434	-0.19078
N4258	9.5757	-5.5948	0.1936	-0.21665
N4258	8.3625	-6.1427	0.2775	-0.1931
N4258	7.9731	-5.4376	0.3510	-0.19287
N4258	6.7030	-5.3161	0.2853	-0.20828
N4258	8.7699	-5.5407	0.2846	-0.20136
N4258	15.7744	-6.4694	0.1727	-0.21149
N4258	7.4189	-5.2127	0.3770	-0.1953
N4258	13.1304	-6.2676	0.2705	-0.1846
N4258	6.2437	-5.6744	0.5061	-0.19151
N4258	5.4089	-4.8590	0.5771	-0.18154
N4258	8.1588	-5.4710	0.2741	-0.19919
N4258	5.9421	-5.6104	0.4985	-0.19465
N4258	6.6920	-5.0104	0.5467	-0.1833
N4258	8.4434	-5.8381	0.3116	-0.18761
N4258	6.1169	-5.1140	0.3573	-0.1891
N4258	7.3360	-5.3204	0.4680	-0.17719
N4258	8.9207	-5.3674	0.2980	-0.17798
N4258	6.9676	-5.1608	0.4395	-0.17766
N4258	5.3540	-4.8463	0.5562	-0.17743
N4258	5.8323	-4.6401	0.7179	-0.17863
N4258	6.1169	-4.5230	0.2629	-0.22162
N4258	5.9331	-4.1422	0.4139	-0.18247
N4258	7.7105	-5.4664	0.3920	-0.13222
N4258	5.4439	-4.7266	0.6113	-0.12998
N4258	6.7689	-6.0150	0.4620	-0.1331
N4258	9.4688	-5.9887	0.4183	-0.14808
N4258	6.2027	-5.1242	0.5304	-0.12627
N4258	6.4504	-5.1312	0.5126	-0.14147
N4258	10.1488	-6.1488	0.2406	-0.17551
N4258	7.3949	-5.4196	0.7152	-0.19175
N4258	11.3460	-5.9232	0.2120	-0.20654
N4258	5.3061	-5.9220	0.6377	-0.17154
N4258	5.6845	-5.3247	0.3866	-0.19554
N4258	11.7195	-6.6674	0.2648	-0.17833
N4258	10.1169	-6.1242	0.2455	-0.18784
N4258	9.0165	-5.0826	0.2314	-0.22043
N4258	9.2851	-6.0346	0.4092	-0.19555
N4258	7.6136	-5.2509	0.4098	-0.1926
N4258	6.6211	-5.1270	0.2458	-0.21628
N4258	7.9072	-4.6244	0.3757	-0.17074
N4258	6.3395	-4.9710	0.3292	-0.2079
N4258	6.3885	-6.1752	0.4253	-0.16898
N4258	10.0839	-5.7143	0.2736	-0.17015
N4258	7.6476	-5.6481	0.2788	-0.21792
N4258	9.6636	-6.4684	0.3030	-0.20177
N4258	5.4668	-5.7157	0.4346	-0.19645
N4258	7.4509	-5.3200	0.2440	-0.18551
N4258	12.7549	-5.9249	0.2324	-0.16456
N4258	6.8647	-4.5349	0.4642	-0.16664
N4258	6.4903	-5.6490	0.4132	-0.17059
N4258	18.7530	-6.8201	0.5342	-0.0814796
N4258	47.0337	-8.5015	0.2334	-0.0451296
N4258	31.1455	-7.8488	0.1817	-0.13666
N4258	21.2333	-7.3680	0.2016	-0.13897
N4258	8.5792	-5.8517	0.3485	-0.16054
N4258	18.2897	-6.5098	0.2001	-0.16438
N4258	32.2538	-7.4991	0.1574	-0.17589
N4258	45.4940	-8.1483	0.1537	-0.159
N4258	51.8185	-7.7596	0.2847	-0.0134896
N4258	8.5972	-5.7600	0.3231	-0.17359
N4258	11.0655	-5.8647	0.4044	-0.14206
N4258	13.0715	-5.9340	0.2878	-0.11278
N4258	17.5338	-6.0296	0.2518	-0.0958796
N4258	18.5053	-6.2495	0.2659	-0.0836496
N4258	38.6263	-8.0593	0.1625	-0.1513
N4258	51.5519	-7.7601	0.1640	-0.12818
N4258	9.3620	-6.0893	0.4066	-0.11971
N4258	16.7649	-6.4632	0.1818	-0.13281
N4258	36.3876	-7.9532	0.1651	-0.12972
N4258	39.0666	-7.7843	0.1572	-0.13435
M31	55.9380	16.2765	0.0980	-0.12
M31	22.2000	17.5365	0.0990	0.033
M31	17.6050	17.6379	0.1210	-0.0739994
M31	10.6310	18.5093	0.1920	-0.134
M31	13.1560	18.1261	0.1440	-0.113999
M31	12.3510	17.9088	0.1200	-0.00899982
M31	21.8170	17.4808	0.1120	-0.162999
M31	20.1970	17.5190	0.1080	-0.103
M31	10.0570	18.5752	0.1410	-0.0719995
M31	21.2900	17.7739	0.1050	-0.124
M31	20.2340	17.5640	0.1040	-0.105
M31	16.5600	17.9136	0.1170	-0.117
M31	28.6770	17.3559	0.1040	-0.127
M31	15.3760	18.0009	0.1160	-0.110999
M31	16.0890	17.8375	0.1070	-0.131
M31	15.9100	18.0192	0.1170	-0.0579996
M31	28.8030	17.0151	0.1090	-0.0629997
M31	15.2490	17.7875	0.1170	-0.0699997
M31	43.4330	16.4362	0.0970	-0.0749998
M31	13.5270	18.1722	0.1400	-0.167
M31	10.3030	18.4731	0.1350	-0.129
M31	35.9030	16.6792	0.1140	-0.136999
M31	13.2680	18.1224	0.1230	-0.00699997
M31	23.2880	17.6022	0.1100	-0.141999
M31	14.5920	17.9529	0.1160	-0.118999
M31	6.8410	19.2190	0.1710	-0.110999
M31	12.5590	18.3064	0.1390	-0.124
M31	10.5850	18.3901	0.1680	-0.151
M31	10.9560	18.4224	0.2030	-0.11
M31	11.1650	18.4461	0.1260	-0.112
M31	10.3520	18.3763	0.1320	-0.157
M31	10.8500	18.5150	0.1330	-0.162
M31	12.9910	17.9166	0.1640	-0.117
M31	13.1760	18.0592	0.1240	-0.122
M31	10.2910	18.5620	0.1540	-0.169
M31	10.6440	18.2333	0.1340	-0.0109997
M31	76.5560	15.5012	0.1080	0.0170002
M31	14.9250	17.9708	0.1040	-0.12
M31	9.3720	18.7826	0.1140	-0.124
M31	13.6660	18.0665	0.0950	-0.155
M31	10.9600	18.5354	0.0930	-0.157
M31	12.7780	18.1670	0.0970	-0.118
M31	4.1330	19.8544	0.2250	-0.158999
M31	5.7510	19.1456	0.1700	-0.145
M31	15.5100	17.7952	0.1580	-0.155
M31	15.5770	17.9034	0.1540	-0.158
M31	16.4580	17.8414	0.1540	-0.0859995
M31	19.5660	17.3938	0.1540	-0.0979996
M31	19.7800	17.5222	0.1650	-0.127
M31	21.2010	17.6248	0.1620	-0.15
M31	24.2000	17.1356	0.1560	-0.0939999
M31	25.5770	17.1387	0.1560	-0.148
M31	36.1300	16.6134	0.1520	-0.136999
M31	48.4600	16.4313	0.1600	-0.125999
M31	25.5900	17.0337	0.1590	-0.127999
LMC	30.3389	11.0076	0.0761	-0.29
LMC	23.2809	11.4381	0.0766	-0.29
LMC	36.8129	10.8360	0.0858	-0.29
LMC	39.3550	10.6497	0.0758	-0.29
LMC	35.7273	10.8716	0.0786	-0.29
LMC	15.8125	11.9127	0.0772	-0.29
LMC	31.7687	10.9386	0.0830	-0.29
LMC	6.7298	13.1575	0.0792	-0.29
LMC	13.6144	12.3192	0.0784	-0.29
LMC	14.6555	12.0709	0.0758	-0.29
LMC	20.7014	11.5789	0.0833	-0.29
LMC	12.1619	12.5488	0.0768	-0.29
LMC	14.4877	12.0185	0.0803	-0.29
LMC	8.3946	13.0040	0.0768	-0.29
LMC	10.8393	12.5697	0.0788	-0.29
LMC	17.4985	11.9055	0.0844	-0.29
LMC	10.6905	12.5534	0.0759	-0.29
LMC	12.6183	12.3691	0.0851	-0.29
LMC	12.1899	12.3773	0.0771	-0.29
LMC	22.2844	11.5899	0.0788	-0.29
LMC	25.7632	11.3492	0.0770	-0.29
LMC	9.7051	12.6253	0.0768	-0.29
LMC	17.1791	11.8125	0.0810	-0.29
LMC	15.9588	12.1257	0.0781	-0.29
LMC	9.3541	12.7949	0.0764	-0.29
LMC	7.3790	13.0168	0.0762	-0.29
LMC	8.3176	12.9113	0.0769	-0.29
LMC	12.9122	12.3279	0.0755	-0.29
LMC	47.4242	10.5413	0.0774	-0.29
LMC	12.7057	12.3568	0.0785	-0.29
LMC	17.4582	11.8721	0.0796	-0.29
LMC	12.6183	12.3912	0.0769	-0.29
LMC	10.5196	12.5321	0.0762	-0.29
LMC	31.0456	11.0955	0.0861	-0.29
LMC	52.8445	10.1293	0.1035	-0.29
LMC	14.4544	12.1339	0.0767	-0.29
LMC	18.4502	11.8962	0.0762	-0.29
LMC	30.3389	11.1026	0.0763	-0.29
LMC	18.6209	11.7303	0.0775	-0.29
LMC	11.8577	12.4170	0.0903	-0.29
LMC	7.9250	12.8442	0.0904	-0.29
LMC	6.8234	13.2087	0.0778	-0.29
LMC	6.8865	13.2272	0.0796	-0.29
LMC	7.2778	13.0774	0.0757	-0.29
LMC	7.8886	13.0941	0.0777	-0.29
LMC	8.6696	12.7986	0.0795	-0.29
LMC	6.7608	13.2966	0.0793	-0.29
LMC	10.2329	12.6704	0.0780	-0.29
LMC	7.5162	12.9975	0.0771	-0.29
LMC	6.1518	13.3510	0.0796	-0.29
LMC	8.1658	12.8652	0.0768	-0.29
LMC	6.7298	13.1553	0.0774	-0.29
LMC	13.4896	12.3178	0.0758	-0.29
LMC	13.2739	12.2587	0.0769	-0.29
LMC	21.5774	11.5202	0.0807	-0.29
LMC	15.5239	12.2145	0.0805	-0.29
LMC	31.9154	10.9705	0.0817	-0.29
LMC	13.9316	12.1227	0.0777	-0.29
LMC	8.6896	12.8416	0.0787	-0.29
LMC	23.5505	11.4951	0.0761	-0.29
LMC	13.1220	12.3674	0.0784	-0.29
LMC	6.0534	13.3392	0.0792	-0.29
LMC	9.3756	12.9163	0.0782	-0.29
LMC	6.7920	13.1795	0.0789	-0.29
LMC	7.6736	13.1142	0.0772	-0.29
LMC	7.7446	12.9299	0.0760	-0.29
LMC	7.4473	12.9890	0.0774	-0.29
LMC	28.0543	11.3639	0.0776	-0.29
LMC	7.3621	13.1562	0.0825	-0.29}
